idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,coordinate,
5835,Monossido di Carbonio,mg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,N,1990-04-29T00:00:00.000,,5042386,518435,(45.534767, 9.236108)
5836,Monossido di Carbonio,mg/m³,538,Settimo Milanese v. Della Libertà,132,MI,Settimo Milanese,S,1992-07-28T00:00:00.000,2011-07-14T00:00:00.000,5036306,504444,(45.48027, 9.056862)
5837,Monossido di Carbonio,mg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,(45.613693, 9.508122)
5838,Monossido di Carbonio,mg/m³,528,Milano Verziere,116,MI,Milano,S,1988-09-30T00:00:00.000,2011-07-04T00:00:00.000,5034443,515270,(45.46335, 9.195325)
5839,Monossido di Carbonio,mg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1990-02-14T00:00:00.000,2010-09-22T00:00:00.000,5050610,523948,(45.60862, 9.307118)
5840,Monossido di Carbonio,mg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1994-12-23T00:00:00.000,2011-07-01T00:00:00.000,5051330,528723,(45.61492, 9.368396)
5841,Monossido di Carbonio,mg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1989-04-05T00:00:00.000,2018-07-30T00:00:00.000,5035847,511082,(45.476063, 9.141787)
5842,Monossido di Carbonio,mg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1993-11-02T00:00:00.000,,5147136,605598,(46.469524, 10.375433)
5844,Monossido di Carbonio,mg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,1999-01-13T00:00:00.000,,5108901,543736,(46.132282, 9.56618)
5845,Monossido di Carbonio,mg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,,5113078,567173,(46.167965, 9.870144)
5846,Monossido di Carbonio,mg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1996-05-30T00:00:00.000,2018-07-30T00:00:00.000,5118891,589196,(46.217747, 10.15647)
5847,Monossido di Carbonio,mg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,,5047718,487687,(45.582893, 8.842165)
5848,Monossido di Carbonio,mg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2012-01-03T00:00:00.000,5050810,488313,(45.610737, 8.850116)
5849,Monossido di Carbonio,mg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-06-25T00:00:00.000,2012-01-04T00:00:00.000,5056010,484229,(45.65746, 8.797571)
5850,Monossido di Carbonio,mg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,2012-01-04T00:00:00.000,5048975,479783,(45.594025, 8.740797)
5851,Monossido di Carbonio,mg/m³,559,Somma Lombardo v.Facchinetti,210,VA,Somma Lombardo,S,2000-03-20T00:00:00.000,2012-01-04T00:00:00.000,5055150,477613,(45.649536, 8.712691)
5852,Monossido di Carbonio,mg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,1993-06-15T00:00:00.000,2012-01-04T00:00:00.000,5052270,502902,(45.62397, 9.037227)
5853,Monossido di Carbonio,mg/m³,560,Varese v.Copelli,383,VA,Varese,N,2003-08-07T00:00:00.000,,5073728,486035,(45.816975, 8.820241)
5854,Monossido di Carbonio,mg/m³,552,Varese v.Vidoletti,425,VA,Varese,S,1991-12-23T00:00:00.000,2012-01-04T00:00:00.000,5075945,484773,(45.836903, 8.803926)
5855,Monossido di Carbonio,mg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,1991-09-25T00:00:00.000,2011-07-13T00:00:00.000,5046000,502013,(45.567535, 9.025797)
5948,Biossido di Azoto,µg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,1996-05-19T00:00:00.000,2007-02-21T00:00:00.000,4981793,612537,(44.98066, 10.427377)
5949,Ozono,µg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,1996-05-19T00:00:00.000,2007-02-21T00:00:00.000,4981793,612537,(44.98066, 10.427377)
5950,Biossido di Azoto,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,1996-05-17T00:00:00.000,,5014380,578919,(45.27849, 10.006203)
5951,Biossido di Zolfo,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,S,1992-11-01T00:00:00.000,2012-01-04T00:00:00.000,5014380,578919,(45.27849, 10.006203)
5952,Ozono,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,1996-05-17T00:00:00.000,,5014380,578919,(45.27849, 10.006203)
5953,Biossido di Azoto,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,1997-12-12T00:00:00.000,,4998110,579872,(45.131947, 10.015741)
5954,Ozono,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,S,1997-12-11T00:00:00.000,2010-08-30T00:00:00.000,4998110,579872,(45.131947, 10.015741)
5955,Biossido di Azoto,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
5956,Biossido di Zolfo,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
5957,Ozono,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
5958,Biossido di Azoto,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,1992-11-01T00:00:00.000,,5023885,555127,(45.36631, 9.703945)
5959,Biossido di Zolfo,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,1992-11-01T00:00:00.000,,5023885,555127,(45.36631, 9.703945)
5960,Ozono,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,1996-04-28T00:00:00.000,,5023885,555127,(45.36631, 9.703945)
5961,Biossido di Azoto,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,1999-11-02T00:00:00.000,2007-04-03T00:00:00.000,5024212,553035,(45.369415, 9.677269)
5962,Biossido di Zolfo,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,1992-11-01T00:00:00.000,2003-10-02T00:00:00.000,5024212,553035,(45.369415, 9.677269)
5963,Biossido di Azoto,µg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,1992-11-30T00:00:00.000,2018-07-30T00:00:00.000,4998295,608506,(45.129795, 10.379831)
5964,Biossido di Zolfo,µg/m³,632,Pizzighettone v.Formigara,45,CR,Pizzighettone,S,1996-05-17T00:00:00.000,2012-01-04T00:00:00.000,5003440,562333,(45.181686, 9.7933855)
5965,Biossido di Azoto,µg/m³,633,Soresina v. Landriani,70,CR,Soresina,N,1999-10-16T00:00:00.000,,5014860,567712,(45.283978, 9.863399)
5989,Benzene,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,N,1997-08-02T00:00:00.000,,5060449,551482,(45.69568, 9.661249)
6005,Benzene,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,2002-05-16T00:00:00.000,,4998110,579872,(45.131947, 10.015741)
6037,Benzene,µg/m³,544,Cormano v. Edison,153,MI,Cormano,S,2001-02-19T00:00:00.000,2001-10-04T00:00:00.000,5044180,512693,(45.55104, 9.162614)
6057,Benzene,µg/m³,548,Milano v.Senato,118,MI,Milano,N,1999-01-01T00:00:00.000,,5035238,515435,(45.470497, 9.19746)
6059,Benzene,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,2001-04-02T00:00:00.000,2002-02-19T00:00:00.000,5051253,539618,(45.613693, 9.508122)
6062,Benzene,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,2000-01-17T00:00:00.000,2018-07-30T00:00:00.000,5035847,511082,(45.476063, 9.141787)
6083,Benzene,µg/m³,559,Somma Lombardo v.Facchinetti,210,VA,Somma Lombardo,S,2000-03-21T00:00:00.000,2018-07-30T00:00:00.000,5055150,477613,(45.649536, 8.712691)
6198,Ossidi di Azoto,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-07T00:00:00.000,2007-03-14T00:00:00.000,5065779,559162,(45.74304, 9.760535)
6200,Ossidi di Azoto,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,2013-05-26T00:00:00.000,5060449,545762,(45.696083, 9.587784)
6202,Ossidi di Azoto,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-10-31T00:00:00.000,2018-07-30T00:00:00.000,5059449,555672,(45.686356, 9.714948)
6204,Ossidi di Azoto,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1991-06-02T00:00:00.000,,5040815,546236,(45.519337, 9.59201)
6206,Ossidi di Azoto,µg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1994-11-30T00:00:00.000,2018-07-30T00:00:00.000,5048846,547278,(45.59155, 9.606128)
6208,Ossidi di Azoto,µg/m³,595,Filago v.Don Milani,190,BG,Filago,N,1992-03-06T00:00:00.000,,5053519,543342,(45.633865, 9.556085)
6210,Ossidi di Azoto,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,1996-09-14T00:00:00.000,2018-07-30T00:00:00.000,5062715,553620,(45.71591, 9.688959)
6212,Ossidi di Azoto,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2000-04-06T00:00:00.000,,5052072,547691,(45.620556, 9.611738)
6216,Ossidi di Azoto,µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,2000-04-13T00:00:00.000,2017-01-01T00:00:00.000,5056421,548190,(45.659664, 9.618568)
6218,Ossidi di Azoto,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,1989-06-01T00:00:00.000,,5059922,550116,(45.691036, 9.643651)
6220,Ossidi di Azoto,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,N,1994-06-21T00:00:00.000,,5060449,551482,(45.69568, 9.661249)
6224,Ossidi di Azoto,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2018-07-30T00:00:00.000,5075429,585212,(45.827156, 10.097062)
6226,Ossidi di Azoto,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,1989-11-08T00:00:00.000,2005-05-05T00:00:00.000,5073819,567412,(45.81464, 9.867701)
6228,Ossidi di Azoto,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,N,1990-09-21T00:00:00.000,,5063058,581311,(45.7163, 10.044766)
6230,Ossidi di Azoto,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1994-07-01T00:00:00.000,,5064150,509783,(45.730835, 9.125734)
6232,Ossidi di Azoto,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-01-01T00:00:00.000,,5073500,505203,(45.815044, 9.066972)
6234,Ossidi di Azoto,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-06-13T00:00:00.000,,5072803,517232,(45.808575, 9.221779)
6236,Ossidi di Azoto,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,1992-01-09T00:00:00.000,2018-07-30T00:00:00.000,5066055,503313,(45.748043, 9.042593)
6238,Ossidi di Azoto,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,1991-01-01T00:00:00.000,2015-03-01T00:00:00.000,5059472,514067,(45.688656, 9.180657)
6240,Ossidi di Azoto,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,(45.783897, 8.966398)
6242,Ossidi di Azoto,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1994-11-29T00:00:00.000,2018-07-30T00:00:00.000,5072149,533373,(45.802097, 9.429467)
6246,Ossidi di Azoto,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,N,1996-11-06T00:00:00.000,,5109468,529713,(46.13814, 9.384687)
6248,Ossidi di Azoto,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-01-01T00:00:00.000,,5077479,530713,(45.850193, 9.395577)
6252,Ossidi di Azoto,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,1991-01-01T00:00:00.000,,5060569,531623,(45.697952, 9.406191)
6254,Ossidi di Azoto,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1992-01-08T00:00:00.000,2018-07-30T00:00:00.000,5066429,520613,(45.75111, 9.265021)
6258,Ossidi di Azoto,µg/m³,578,Varenna v.Polvani,220,LC,Varenna,S,1991-01-01T00:00:00.000,2008-02-07T00:00:00.000,5095134,522088,(46.009422, 9.285304)
6260,Ossidi di Azoto,µg/m³,607,Abbadia Cerreto v. Fanfulla,64,LO,Abbadia Cerreto,N,2000-01-13T00:00:00.000,,5017500,545920,(45.3095, 9.585791)
6262,Ossidi di Azoto,µg/m³,603,Castiraga Vidardo v.Craxi,74,LO,Castiraga Vidardo,S,2000-01-13T00:00:00.000,,5012170,531404,(45.262325, 9.400281)
6264,Ossidi di Azoto,µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,2000-01-13T00:00:00.000,,5000892,554872,(45.159374, 9.698148)
6268,Ossidi di Azoto,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
6270,Ossidi di Azoto,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,,5022361,525789,(45.354286, 9.329244)
6272,Ossidi di Azoto,µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,2000-01-13T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,(45.336132, 9.452554)
6274,Ossidi di Azoto,µg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,2002-01-24T00:00:00.000,,4992297,555154,(45.081985, 9.7007885)
6276,Ossidi di Azoto,µg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,N,2000-01-13T00:00:00.000,,5027003,522127,(45.396194, 9.282701)
6278,Ossidi di Azoto,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,2000-01-13T00:00:00.000,2006-04-13T00:00:00.000,5026365,538310,(45.38975, 9.489403)
6280,Ossidi di Azoto,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2000-01-13T00:00:00.000,,5019734,532492,(45.33036, 9.414645)
6284,Ossidi di Azoto,µg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118,MI,Abbiategrasso,S,1998-01-23T00:00:00.000,2018-07-30T00:00:00.000,5026880,493223,(45.395405, 8.913417)
6286,Ossidi di Azoto,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,1990-02-13T00:00:00.000,2018-07-30T00:00:00.000,5046977,527628,(45.575787, 9.354106)
6288,Ossidi di Azoto,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,,5043898,488082,(45.54852, 8.8473215)
6290,Ossidi di Azoto,µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,1991-10-22T00:00:00.000,2018-07-30T00:00:00.000,5043325,506302,(45.543434, 9.080726)
6292,Ossidi di Azoto,µg/m³,527,Castano Primo v. Olimpiadi,175,MI,Castano Primo,S,1990-01-01T00:00:00.000,2017-01-01T00:00:00.000,5043625,482522,(45.545944, 8.776105)
6294,Ossidi di Azoto,µg/m³,512,Carate Brianza v.De Gasperi,250,MB,Carate Brianza,S,1994-10-27T00:00:00.000,2018-07-30T00:00:00.000,5057635,518272,(45.672024, 9.2345915)
6296,Ossidi di Azoto,µg/m³,508,Cassano d'Adda v.di Vona,133,MI,Cassano d'Adda,S,1984-12-14T00:00:00.000,2018-01-01T00:00:00.000,5040847,540004,(45.520008, 9.512221)
6298,Ossidi di Azoto,µg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,S,1988-11-24T00:00:00.000,2017-01-01T00:00:00.000,5044335,517778,(45.552326, 9.227764)
6300,Ossidi di Azoto,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,1994-10-24T00:00:00.000,,5044180,512693,(45.55104, 9.162614)
6302,Ossidi di Azoto,µg/m³,525,Corsico v.le Italia,119,MI,Corsico,S,1989-10-30T00:00:00.000,2018-07-30T00:00:00.000,5031403,507619,(45.436108, 9.097411)
6304,Ossidi di Azoto,µg/m³,532,Cuggiono v. Languria,156,MI,Cuggiono,S,1990-01-01T00:00:00.000,2017-01-01T00:00:00.000,5038680,484723,(45.501484, 8.804454)
6306,Ossidi di Azoto,µg/m³,518,Galliate strada del Piaggio,153,NO,Galliate,S,1992-12-07T00:00:00.000,2017-01-01T00:00:00.000,5034980,479423,(45.468044, 8.73677)
6308,Ossidi di Azoto,µg/m³,540,Garbagnate Milanese v. Villoresi,175,MI,Garbagnate Milanese,S,1992-12-11T00:00:00.000,2018-07-30T00:00:00.000,5046467,506105,(45.571716, 9.078241)
6310,Ossidi di Azoto,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,1991-01-16T00:00:00.000,2018-01-01T00:00:00.000,5043030,538012,(45.53977, 9.486885)
6312,Ossidi di Azoto,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1977-05-06T00:00:00.000,2007-06-11T00:00:00.000,5035546,517377,(45.473225, 9.222315)
6314,Ossidi di Azoto,µg/m³,535,Lacchiarella v.Molise,97,MI,Lacchiarella,S,1999-03-19T00:00:00.000,2018-07-30T00:00:00.000,5019010,510542,(45.324516, 9.134518)
6316,Ossidi di Azoto,µg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,1991-09-25T00:00:00.000,2013-09-12T00:00:00.000,5046000,502013,(45.567535, 9.025797)
6318,Ossidi di Azoto,µg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,1990-01-10T00:00:00.000,2018-07-30T00:00:00.000,5049180,493668,(45.596134, 8.918814)
6320,Ossidi di Azoto,µg/m³,539,Milano v.Liguria,115,MI,Milano,N,1991-10-24T00:00:00.000,,5032273,513134,(45.44386, 9.167945)
6322,Ossidi di Azoto,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,1994-11-24T00:00:00.000,2018-07-30T00:00:00.000,5049330,509823,(45.597443, 9.125949)
6324,Ossidi di Azoto,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-12T00:00:00.000,,5036730,525583,(45.48363, 9.32736)
6326,Ossidi di Azoto,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-04-22T00:00:00.000,,5034328,490635,(45.462418, 8.880211)
6328,Ossidi di Azoto,µg/m³,501,Milano v.Marche,129,MI,Milano,N,1980-09-18T00:00:00.000,,5038105,514918,(45.496315, 9.190933)
6330,Ossidi di Azoto,µg/m³,542,Meda v. Gagarin,222,MB,Meda,N,1995-11-01T00:00:00.000,,5056480,512203,(45.661762, 9.156644)
6338,Ossidi di Azoto,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,1998-03-17T00:00:00.000,,5014273,499103,(45.281956, 8.988563)
6340,Ossidi di Azoto,µg/m³,547,Milano Parco Lambro,123,MI,Milano,S,1995-04-21T00:00:00.000,2018-07-30T00:00:00.000,5038480,519323,(45.499584, 9.247327)
6342,Ossidi di Azoto,µg/m³,515,Pero SS Sempione,141,MI,Pero,S,1986-12-10T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,(45.509853, 9.0899725)
6344,Ossidi di Azoto,µg/m³,549,Milano P.zza Abbiategrasso,111,MI,Milano,S,1995-05-20T00:00:00.000,2018-07-30T00:00:00.000,5030980,514247,(45.432198, 9.182138)
6346,Ossidi di Azoto,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,N,1991-10-03T00:00:00.000,,5041100,503483,(45.523426, 9.0446)
6348,Ossidi di Azoto,µg/m³,509,Rivolta d'Adda v.Beccaria,101,CR,Rivolta d'Adda,S,1991-01-12T00:00:00.000,2018-01-01T00:00:00.000,5035130,539972,(45.46855, 9.511345)
6350,Ossidi di Azoto,µg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,1992-12-07T00:00:00.000,2017-01-01T00:00:00.000,5040503,481768,(45.517822, 8.766562)
6354,Ossidi di Azoto,µg/m³,548,Milano v.Senato,118,MI,Milano,N,1995-04-21T00:00:00.000,,5035238,515435,(45.470497, 9.19746)
6356,Ossidi di Azoto,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,N,1980-12-18T00:00:00.000,,5042386,518435,(45.534767, 9.236108)
6358,Ossidi di Azoto,µg/m³,538,Settimo Milanese v. Della Libertà,132,MI,Settimo Milanese,S,1992-05-27T00:00:00.000,2018-07-30T00:00:00.000,5036306,504444,(45.48027, 9.056862)
6360,Ossidi di Azoto,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,(45.613693, 9.508122)
6362,Ossidi di Azoto,µg/m³,519,Tribiano,94,MI,Tribiano,S,1993-09-17T00:00:00.000,2006-04-13T00:00:00.000,5028070,529033,(45.40555, 9.370994)
6364,Ossidi di Azoto,µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,N,1990-01-11T00:00:00.000,,5041480,479423,(45.52655, 8.736497)
6366,Ossidi di Azoto,µg/m³,528,Milano Verziere,116,MI,Milano,N,1988-11-24T00:00:00.000,,5034443,515270,(45.46335, 9.195325)
6368,Ossidi di Azoto,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1990-02-13T00:00:00.000,2010-06-20T00:00:00.000,5050610,523948,(45.60862, 9.307118)
6370,Ossidi di Azoto,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1994-12-23T00:00:00.000,2018-07-30T00:00:00.000,5051330,528723,(45.61492, 9.368396)
6372,Ossidi di Azoto,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1980-09-18T00:00:00.000,2018-07-30T00:00:00.000,5035847,511082,(45.476063, 9.141787)
6374,Ossidi di Azoto,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1993-11-01T00:00:00.000,,5147136,605598,(46.469524, 10.375433)
6376,Ossidi di Azoto,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1993-10-30T00:00:00.000,2018-07-30T00:00:00.000,5129768,530454,(46.320805, 9.395591)
6380,Ossidi di Azoto,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,1999-01-13T00:00:00.000,,5108901,543736,(46.132282, 9.56618)
6382,Ossidi di Azoto,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,,5113078,567173,(46.167965, 9.870144)
6384,Ossidi di Azoto,µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1993-11-01T00:00:00.000,2018-07-30T00:00:00.000,5118891,589196,(46.217747, 10.15647)
6386,Ossidi di Azoto,µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,,5047718,487687,(45.582893, 8.842165)
6388,Ossidi di Azoto,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2018-07-30T00:00:00.000,5050810,488313,(45.610737, 8.850116)
6390,Ossidi di Azoto,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-06-26T00:00:00.000,2018-07-30T00:00:00.000,5056010,484229,(45.65746, 8.797571)
6392,Ossidi di Azoto,µg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,2018-07-30T00:00:00.000,5048975,479783,(45.594025, 8.740797)
6394,Ossidi di Azoto,µg/m³,559,Somma Lombardo v.Facchinetti,210,VA,Somma Lombardo,S,2000-03-21T00:00:00.000,2018-07-30T00:00:00.000,5055150,477613,(45.649536, 8.712691)
6396,Ossidi di Azoto,µg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,1993-06-23T00:00:00.000,2003-12-03T00:00:00.000,5052270,502902,(45.62397, 9.037227)
6398,Ossidi di Azoto,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,1997-03-28T00:00:00.000,,5052646,502058,(45.627357, 9.0264015)
6400,Ossidi di Azoto,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,2003-08-07T00:00:00.000,,5073728,486035,(45.816975, 8.820241)
6402,Ossidi di Azoto,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,(45.836903, 8.803926)
6404,Monossido di Carbonio,mg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,1996-05-19T00:00:00.000,2007-02-21T00:00:00.000,4981793,612537,(44.98066, 10.427377)
6405,Ossidi di Azoto,µg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,2002-01-01T00:00:00.000,2007-02-21T00:00:00.000,4981793,612537,(44.98066, 10.427377)
6408,Ossidi di Azoto,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,2002-01-01T00:00:00.000,,5014380,578919,(45.27849, 10.006203)
6411,Monossido di Carbonio,mg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,1997-12-12T00:00:00.000,,4998110,579872,(45.131947, 10.015741)
6412,Ossidi di Azoto,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,2002-01-01T00:00:00.000,,4998110,579872,(45.131947, 10.015741)
6414,Monossido di Carbonio,mg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1994-11-14T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
6415,Ossidi di Azoto,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,2002-01-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
6418,Monossido di Carbonio,mg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,1996-05-17T00:00:00.000,,5023885,555127,(45.36631, 9.703945)
6419,Ossidi di Azoto,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,2002-01-01T00:00:00.000,,5023885,555127,(45.36631, 9.703945)
6422,Monossido di Carbonio,mg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,1999-11-03T00:00:00.000,2007-04-03T00:00:00.000,5024212,553035,(45.369415, 9.677269)
6423,Ossidi di Azoto,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,2002-01-01T00:00:00.000,2007-04-03T00:00:00.000,5024212,553035,(45.369415, 9.677269)
6425,Monossido di Carbonio,mg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,1996-05-19T00:00:00.000,2012-01-04T00:00:00.000,4998295,608506,(45.129795, 10.379831)
6426,Ossidi di Azoto,µg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,2002-02-16T00:00:00.000,2018-07-30T00:00:00.000,4998295,608506,(45.129795, 10.379831)
